Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
32,0.999831314503032,0.008297176946216626,0.9983069199806648,0.9981544643560903,21.925247980778625,0.6452697630851499
33,0.9996820993436201,0.008308393272006501,0.9969033318126403,0.9965431193952994,22.558009659044945,0.6500753020086596
34,0.998769771596309,0.00828061681340315,0.9824096604000747,0.9812030567723731,22.45078357153966,0.6558740917713412
35,0.999368425362469,0.008034481583221195,0.9711908798926873,0.9706004231186287,22.686770199396392,0.6530626344103967
36,0.9989628167632214,0.007952066657538935,0.9877833390172209,0.986625137811034,22.225350094961655,0.6393652971713774
37,1.0008122056377646,0.008068687741944063,0.9951184440274803,0.9939668607414565,21.827032189029087,0.653093708138312
38,0.9998995236594658,0.00804983335858143,0.9989890272025009,0.9989816518309704,22.57762738157391,0.6555346880228289
39,0.9999982979503574,0.00784660633388021,0.9988547617690646,0.9988606480329247,22.60971445669792,0.660018842066488
40,1.0000021801606311,0.00810013175879805,0.998690003597195,0.9986651108292522,21.915302219025705,0.6484820612015263
41,1.0000242979953253,0.008076684314754268,0.9987867640684677,0.9987377978177975,22.47077011778805,0.6516950226599171
42,1.0000290642438567,0.007715582583457868,0.9989360424417103,0.9989405156031105,22.41095882368523,0.6559359532210135
43,1.0000017080472605,0.0075253015168455705,0.998908860759871,0.9988822355295862,22.64096198304145,0.6594250432906612
44,0.9998184443050904,0.007552097425468512,0.9986195043591867,0.998484447930184,22.740130575767147,0.6639665999720173
45,0.999929818954196,0.007354352423358951,0.997506776985481,0.9974148351490126,22.884450441993863,0.6612098745761379
46,0.999918556595528,0.007533541992091087,0.9972827902141683,0.9971923152464156,22.626181400663462,0.6569376438856125
47,0.9999442782024136,0.007442223492807452,0.9963775291468348,0.9963811539903031,22.824333547557142,0.66179580842295
48,0.9998648975538762,0.007326205347300584,0.9941653884741629,0.9942718635471612,22.94947126611694,0.6663185468604488
49,0.9994926831070483,0.007186226662868702,0.9963273941037492,0.9960129829463636,22.898042772145647,0.6622627478453421
50,0.9995759372082759,0.007352826002245488,0.9904591085012747,0.9898285573333475,22.95723766348678,0.6624931529644997
51,0.9976254558308466,0.007487908161625942,0.9324529978810733,0.9308219604054839,22.287460057618613,0.6564718701185719
52,0.9980462022583504,0.007767384127943461,0.7079040648304556,0.7097241032208488,22.98536605981149,0.6685310736779244
53,1.003767569523673,0.007863615627068022,0.4739164277473307,0.481882927413509,22.815886924473293,0.6667686614298052
54,1.006290331230775,0.007894407111060004,0.4450661040318405,0.4553388603436342,23.000516723442715,0.6667678106215692
55,1.0013074220978353,0.007923955628557175,0.5328337151029762,0.5352141082764521,22.308655866360386,0.6387184315150783
56,1.0031111771680368,0.007930124754489185,0.6547580395335081,0.6584450629069565,22.878592495461916,0.6633903826436689
57,1.0052727668920163,0.0075370610176601375,0.6943947140489003,0.7010516433023706,22.53895999649486,0.6533346603954991
58,1.0092053744587002,0.007621559783822972,0.6926500394422883,0.7031922201333254,22.685170695333817,0.6610802964818093
59,1.0056882000139327,0.007591724964663161,0.6925557476542193,0.7009139022228448,22.59804558809249,0.6580199647334314
60,1.0091071835821055,0.007488382671721684,0.704150600828237,0.7136029402591878,23.058334481062715,0.6679762582625112
61,1.0073978417384657,0.0077727503198815155,0.7148486831733826,0.7259533503495044,22.461592789424664,0.6583286744932975
62,1.0091249763381769,0.0076661363574954035,0.6947801991010073,0.7034355373331616,22.81224149647911,0.662607588114277
63,1.004859932277846,0.007440495969045937,0.6748242729599733,0.684025119960255,22.69476994078607,0.6666606880964772
64,1.0028399994409414,0.007325593270991704,0.696218498455873,0.7002356380409995,22.91095574675002,0.6656243137774929
65,1.0092599652010952,0.007663132455316061,0.7088712018086033,0.7213047812904296,22.60864169582476,0.663265404201323
66,1.0058572014208256,0.007546389658329137,0.6957576776973287,0.7061125795329561,22.988441184714805,0.6696281827265217
67,1.00554091157599,0.007246387084134965,0.6479288512112727,0.6563824810094315,23.069197109896255,0.667079808731233
68,1.009173802998272,0.007334373774419962,0.6166421819879663,0.6320479235156561,22.965920884103518,0.6673531248684852
69,1.004379355896825,0.007164723015094271,0.6360160684012348,0.6432346493563054,23.005464997968154,0.6647343702854649
70,1.0090078002941576,0.007245202947703197,0.6569175658115615,0.6674825198291564,23.017032873146306,0.6669663758047165
71,1.0045265911523509,0.0071407495164382915,0.679503122399348,0.6893297330885196,22.98183652757811,0.6626502011091479
72,1.0119492568188444,0.0070675833188893,0.6667604280813189,0.6795692242157853,22.71168304414534,0.6642832780076612
73,1.006696921422454,0.007142674343748381,0.6518849591962589,0.6607287952863841,22.766118806978255,0.6636492177363364
74,1.0040855193286735,0.0071121713906221375,0.6611286539216181,0.6672563928636396,23.08264491741433,0.6665847311096806
75,1.0040293045056683,0.0070186236977762976,0.6626690487084597,0.6700661603829102,22.906680797824436,0.67053416275209
76,1.0082632967752743,0.007135410063326996,0.6428415840582877,0.6554727154126256,23.04248904219753,0.6681469039570901
77,1.0135345913317197,0.0070394576188817105,0.6198587498809224,0.6383330025316241,22.970836823356763,0.6714952482331183
78,1.0052003525031643,0.007081648675709936,0.618837025212265,0.6314250082175644,22.76669324440936,0.6671967698681739
79,1.010948860210069,0.007111781636685903,0.517789721966639,0.5364671944510374,22.95882857398144,0.6684248649304912
80,1.0076075640514506,0.007411285731460458,0.41819609676422226,0.43363949412335695,22.812255368493442,0.6699476929441575
81,1.00542977624776,0.0076768470982807825,0.1747172325849533,0.18101938501106557,23.091887732068642,0.6707892374646279
82,1.0004324455507505,0.007599334587456654,0.012039170565538918,0.012753706219576453,23.078577175080564,0.6649476496442672
83,0.99999579280376,0.007549757735002604,3.68275080578725e-05,3.4288023280132556e-05,22.878066487700828,0.669184884236705
84,1.0000002595429323,0.007640577977123477,2.4868549720580963e-06,2.575492025230107e-06,23.0677877134878,0.6731198978039526
85,0.9999998267590734,0.007668313439288579,2.9375605210957764e-06,2.7758086129550924e-06,22.79813607015236,0.6706137152448777
86,0.9999998097746688,0.007557319148791123,2.0376772979915106e-06,1.908360351000899e-06,22.828702378906392,0.6691369106692653
87,0.9999998344020555,0.007397138850327219,2.321090434507902e-06,2.1528800759903624e-06,23.15719510781598,0.6740897913132945
88,0.9999995994865098,0.007484548639768165,2.945649863089499e-06,2.6089080517035496e-06,23.04942480127324,0.673258799699045
89,1.0000005345841336,0.0075675144195324435,3.7570289423586e-06,4.095308523620367e-06,23.02364041640503,0.6660349272912548
90,0.9999998879029298,0.007451776072187208,3.4094871339307274e-06,3.163387793446362e-06,23.095438154329738,0.6736536992173041
91,1.0000000842320313,0.007392656544881905,4.067769110910261e-06,4.089862697934645e-06,23.116691589589777,0.6677800921663162
92,1.0000000067937618,0.007324176183250714,2.2201880483547075e-06,2.3122288661786655e-06,23.043982620257196,0.6727885776950467
93,0.9999999830155955,0.00733668999854253,1.9124579790938746e-06,1.85733346165043e-06,23.121046169337216,0.6712097136243698
94,1.0000000169844045,0.00735070382079851,1.5137846040157574e-06,1.5065099946295246e-06,23.083754677353667,0.6715733413734744
95,0.9999999830155955,0.007328829506639381,2.684745834580899e-06,2.8004546681820418e-06,23.121440208957864,0.6748700973487669
96,0.9999999870493915,0.007385296552199025,2.3924692668715936e-06,2.2830535508360474e-06,23.07064754881238,0.6681559052198164
97,1.000000237781664,0.007401065873554373,1.7600006479698072e-06,2.0103516064903354e-06,23.018927768223037,0.6732471561239611
98,0.9999998959174458,0.00730436657143231,1.8906945965273109e-06,1.8247778251750792e-06,23.062426129485523,0.6704726026904199
99,0.9999997224111379,0.007293695751461511,3.1000349177315323e-06,2.747109669790549e-06,23.103692069609853,0.6748976173900789
100,0.9999995487456012,0.007313223396455297,2.420378844962979e-06,2.2197146651762017e-06,23.132863107930305,0.674312373803508
