Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.7844147094104933,0.036633795427485225,0.5319870634473867,0.37839415730478926,17.350772248310196,0.4742713825356576
2,0.7991380552468508,0.01725734737374134,0.5224497260945457,0.3882282029701362,19.144874861578785,0.5888640380674793
3,0.7881666217546641,0.014321958729109909,0.43047527866711705,0.23656242690443038,21.102019974519237,0.6612326608550164
4,0.8828080564551553,0.011430586970188155,0.38314383895611615,0.277734884091604,21.80807961744749,0.6963337207994154
5,0.7472116040100716,0.010588516579909401,0.5115183100356444,0.27245472747092786,21.919980679878087,0.7109303560949141
6,0.711559663419732,0.009563145216949159,0.5721360529944606,0.30892161660075507,22.37104229024794,0.7403401386353278
7,0.6654180098301793,0.008817442798968785,0.591593255236652,0.2840015881413715,20.50144431985664,0.7529316111918418
8,0.5193192932293655,0.008060188216795001,0.676579389843894,0.2085174651019851,21.846084795163488,0.7606888769134399
9,0.20459351559250033,0.008022163378428053,0.8384895308784152,0.05453369343273494,22.396168769716844,0.7808136094001031
10,0.30327727432667095,0.007821516507451994,0.8639629530991599,0.21582974078910047,22.902584038645053,0.7985928606602454
11,0.5290195778383809,0.006721882610262528,0.696582516600591,0.24007898857377516,21.74350579736922,0.805001018508788
12,0.7823206194786758,0.00702217564431292,0.4936851005626383,0.3055869172346295,23.012180568822828,0.7909439033077609
13,0.6621739536338052,0.006559632366103512,0.6542769650848232,0.3619616361515711,23.50625050165504,0.8145009529206061
14,0.906078702779296,0.0057325619853409344,0.752672111627149,0.6583570319964722,24.262892189576917,0.8233007807885447
15,0.9939371362288723,0.004936392556292106,0.9868476399330826,0.9830837068235035,24.2080591888277,0.8283915125554607
16,0.9966987981821741,0.0051592771770003,0.9636208425646686,0.9643432260196546,23.358680486957645,0.8189959045379392
17,0.9984149274715651,0.005724002921063111,0.9599422664379076,0.9595147666396143,23.71011855084042,0.8212145768827007
18,0.9926543904539739,0.005072865681183704,0.9200281753459363,0.9156492778157296,23.947454322910072,0.8294339064628847
19,1.0049872772033366,0.00506694054559457,0.9178809559674318,0.9255316429974666,24.619978743532194,0.8392838057010404
20,1.0032761852760348,0.004817167680149936,0.7647352441017476,0.770893975972917,23.96911796282087,0.8417804750703997
21,0.998298894424897,0.005375649482725007,0.6989460178814291,0.696160988253562,22.9411937444765,0.824736766276821
22,0.9972708711959587,0.005090706386683859,0.6698401839416789,0.6716691916899711,24.568087376920364,0.8392154535939617
23,0.9905383185096225,0.004937414790628907,0.7185472226100422,0.7179066479365314,24.787416193625194,0.8346351183229878
24,1.0111127521773056,0.005111257220143228,0.7646989738527198,0.7766645900500426,24.085102859907703,0.8336825726493713
25,1.008265570456283,0.005275885935687026,0.7300040192192193,0.7367350256878249,24.280930035654453,0.8342281060834085
26,0.9955573180161303,0.00522841262164213,0.6991113849972787,0.694370950106946,24.14290862487799,0.8404594400236683
27,0.9948707548296037,0.004944549632969438,0.7392051427999141,0.7332557311359518,24.218090082667704,0.8388391742783208
28,0.9992156568002404,0.004948342576015903,0.8075858826416471,0.8133975446808052,23.499309696303804,0.83181034557281
29,1.0060539827852089,0.0048999683508518434,0.7974664963788468,0.8031031130576707,24.65153984725735,0.8385211046664945
30,1.0045695661543101,0.004524177899841262,0.7936278079517802,0.7999504037659187,25.33050599257704,0.8478391766548157
31,1.008111548710379,0.0045471751572313795,0.7669131984056794,0.7736365537184854,25.092817085432895,0.8284340308558557
32,0.9982535500454245,0.004516820419987768,0.702047861376089,0.7033316422442931,24.81995734889072,0.8520807950727401
33,0.9768895066325832,0.004573715721337475,0.5913226183036132,0.5696140092499853,25.06689676709648,0.8503686045446703
34,0.9619988353785297,0.00493393008342595,0.5639743242854002,0.5321307243084334,24.268198071017796,0.848713013433641
35,0.9697659427527329,0.0049926598808452,0.4747627195989247,0.4509503616356786,25.079540279121346,0.8531654236778137
36,0.9800394716160911,0.00475634638060843,0.38236859140922635,0.3661845238449737,25.58392931935434,0.8545567720167099
37,0.9867667176313731,0.004630255898110774,0.294275195733416,0.28502799619656,25.29412721686864,0.8542099306660313
38,0.9950439048896171,0.00448266322370403,0.35044952271670393,0.3526758163079341,25.41292558945926,0.8556545203731906
39,0.9959305325790059,0.004533343243090069,0.38277485388151156,0.3783266112566631,25.469345225703165,0.8560792342309029
40,0.9977578380122741,0.004462247713156317,0.4462483068024167,0.4522690355300054,24.636030433855993,0.8510941584264079
41,0.9996941842251554,0.005033639366618247,0.4254141779001122,0.42704062329693127,24.613654573157937,0.8531101134515577
42,1.007755424810751,0.004971712566862415,0.24319777679517665,0.25157268220626766,25.01447499014677,0.8509574599804417
